,Symbol,Group,Family,Duration,Growth_Habit,Native_Status,Other_Name
12471,STAM2,Monocot,Liliaceae,Perennial,Forb/herb,"AK I,NCAN NGL NL48 I,NSPM N",
12472,STAMA2,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NGL NL48 NSPM N,
12473,STAMC,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12474,STLAC,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12475,STLAR,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
12476,STSTB,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12477,STAS2,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 IPB N,ngauldruda  (Palau)
12478,STTI2,Dicot,Brassicaceae,AnnualPerennial,Forb/herb,L48 N,
12479,STEM4,Dicot,Apocynaceae, , ,None,
12480,STROP,Dicot,Fabaceae, , ,CAN NL48 N,
12481,STHE9,Dicot,Fabaceae,Annual,Forb/herbVine,CAN NL48 N,annual wooly-beantrailing fuzzy-beantrailing wild beanwild bean
12482,STLE6,Dicot,Fabaceae,Annual,Forb/herbVine,L48 N,
12483,STUM2,Dicot,Fabaceae,Perennial,Forb/herbVine,L48 N,
12484,STNU4,Dicot,Loganiaceae, , ,None,
12485,STFIF,Monocot,Potamogetonaceae,Perennial,Forb/herb,AK NCAN NGL N,
12486,STFIO,Monocot,Potamogetonaceae,Perennial,Forb/herb,AK NCAN NGL NL48 NSPM N,
12487,STPE15,Monocot,Potamogetonaceae,Perennial,Forb/herb,AK NCAN NHI IL48 NSPM N,broadleaf pondweed
12488,STVA8,Monocot,Potamogetonaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12489,STAQ3,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
12490,STHU2,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
12491,STPI3,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
12492,STPIP3,Dicot,Convolvulaceae,Perennial,Forb/herbVine,L48 N,
12493,STCA6,Dicot,Verbenaceae,Perennial,Forb/herb,L48 N,
12494,STYLO6,Dicot,Myrsinaceae, , ,PR NVI N,
12495,STHE3,Dicot,Papaveraceae,Annual,Forb/herb,L48 N,
12496,STDI3,Dicot,Papaveraceae,Perennial,Forb/herb,CAN NL48 N,
12497,STBI2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12498,STER2,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,PR I,
12499,STFR80,Dicot,Fabaceae,Perennial,ShrubSubshrub,HI I,
12500,STGU80,Dicot,Fabaceae, , ,PB I,
12501,STHA,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 NPR NVI N,
12502,STHU4,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12503,STTA,Dicot,Epacridaceae,Perennial,ShrubTree,HI N,
12504,STAF4,Dicot,Fabaceae,Perennial,ShrubTree,L48 N,
12505,STJA9,Dicot,Fabaceae,Perennial,Tree,L48 I,
12506,STAM4,Dicot,Styracaceae,Perennial,ShrubTree,L48 N,
12507,STGR4,Dicot,Styracaceae,Perennial,ShrubTree,L48 N,
12508,STPL3,Dicot,Styracaceae,Perennial,ShrubTree,L48 N,
12509,STPLS2,Dicot,Styracaceae,Perennial,ShrubTree,L48 N,
12510,STPLY,Dicot,Styracaceae,Perennial,Shrub,L48 N,
12511,STRE4,Dicot,Styracaceae,Perennial,ShrubTree,L48 N,
12512,SUCA2,Dicot,Chenopodiaceae,AnnualPerennial,Forb/herbSubshrub,AK NCAN NL48 N,
12513,SUCA,Dicot,Chenopodiaceae,Perennial,Forb/herbShrubSubshrub,L48 N,
12514,SULI,Dicot,Chenopodiaceae,Annual,Forb/herbSubshrub,L48 N,
12515,SUMAM,Dicot,Chenopodiaceae,Perennial,Forb/herbSubshrub,CAN NL48 I,
12516,SUMO,Dicot,Chenopodiaceae,Perennial,Forb/herbShrubSubshrub,CAN NL48 N,
12517,SUTA2,Dicot,Chenopodiaceae,Perennial,ShrubSubshrub,L48 N,
12518,SUAQ,Dicot,Brassicaceae,Annual,Forb/herb,AK NCAN NGL NL48 N,
12519,SUPR,Dicot,Dipsacaceae,Annual,Forb/herb,CAN IL48 I,
12520,SUIN2,Dicot,Dipsacaceae,Perennial,Forb/herb,CAN IL48 I,
12521,SUSU3,Dicot,Saxifragaceae,Perennial,Forb/herb,L48 N,
12522,SUFR3,Dicot,Fabaceae, , ,None,
12523,SWAL,Monocot,Poaceae,Perennial,Graminoid,L48 N,
12524,SWPE,Dicot,Gentianaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12525,SWUS,Dicot,Gentianaceae, , ,None,
12526,SWMA,Dicot,Meliaceae,Perennial,Tree,HI IPB I,
12527,SWMA2,Dicot,Meliaceae,Perennial,Tree,HI IL48 NPB IPR NVI N,
12528,SYCO,Monocot,Arecaceae, , ,None,
12529,SYMPH,Dicot,Caprifoliaceae, , ,"AK NCAN I,NL48 N",
12530,SYAL,Dicot,Caprifoliaceae,Perennial,ShrubSubshrub,AK NCAN NL48 N,
12531,SYALA,Dicot,Caprifoliaceae,Perennial,ShrubSubshrub,AK NCAN NL48 N,
12532,SYALL,Dicot,Caprifoliaceae,Perennial,ShrubSubshrub,AK NCAN NL48 N,
12533,SYLO,Dicot,Caprifoliaceae,Perennial,Shrub,L48 N,
12534,SYMO,Dicot,Caprifoliaceae,Perennial,ShrubSubshrub,L48 N,
12535,SYOC,Dicot,Caprifoliaceae,Perennial,Shrub,CAN NL48 N,
12536,SYOR,Dicot,Caprifoliaceae,Perennial,Shrub,CAN IL48 N,
12537,SYOR2,Dicot,Caprifoliaceae,Perennial,Shrub,CAN NL48 N,
12538,SYORU,Dicot,Caprifoliaceae,Perennial,Shrub,CAN NL48 N,
12539,SYRO,Dicot,Caprifoliaceae,Perennial,Shrub,L48 N,
12540,SYROP,Dicot,Caprifoliaceae,Perennial,Shrub,L48 N,
12541,SYMPH4,Dicot,Asteraceae, , ,"AK NCAN I,NHI IL48 NPR NSPM N",
12542,SYAM3,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12543,SYAN2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12544,SYAS3,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12545,SYBO2,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN NL48 N,
12546,SYCHC,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12547,SYCI2,Dicot,Asteraceae,Annual,Forb/herb,AK NCAN NL48 N,
12548,SYCI,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12549,SYCO3,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12550,SYCO4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12551,SYDE2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12552,SYDI2,Dicot,Asteraceae,AnnualBiennial,Forb/herb,L48 N,
12553,SYDRD,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12554,SYDRT,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12555,SYDUD2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12556,SYER,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12557,SYERE,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12558,SYFAC,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12559,SYFAF,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN NL48 N,
12560,SYFE,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
12561,SYFOC,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12562,SYFOF,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN NL48 N,
12563,SYFOP,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12564,SYGR5,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12565,SYLAC,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12566,SYLAL3,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12567,SYLAP,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12568,SYLA6,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12569,SYLAH6,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12570,SYLAL4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12571,SYLA4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12572,SYLAL7,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12573,SYLO2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12574,SYNO2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12575,SYNO3,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12576,SYNON,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12577,SYOB,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12578,SYON2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,Ontario aster
12579,SYOOO,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
12580,SYPA10,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12581,SYPAP2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12582,SYPH3,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12583,SYPI2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12584,SYPIP3,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12585,SYPIP2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12586,SYPRN,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12587,SYPRP,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12588,SYPR7,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12589,SYPR6,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12590,SYPR4,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12591,SYPU,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,CAN NL48 NSPM N,
12592,SYPUP,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,CAN NL48 NSPM N,
12593,SYSE2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12594,SYSH,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12595,SYSPS,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12596,SYSU5,Dicot,Asteraceae,AnnualBiennial,Forb/herb,CAN NL48 N,
12597,SYTE6,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12598,SYTR,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12599,SYTU2,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
12600,SYUN,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12601,SYUR,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12602,SYWA,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12603,SYRA,Dicot,Ericaceae,Perennial,ShrubVine,PR N,
12604,SYAS,Dicot,Boraginaceae,Perennial,Forb/herb,AK ICAN IL48 I,
12605,SYOF,Dicot,Boraginaceae,Perennial,Forb/herb,CAN IL48 ISPM I,
12606,SYFO,Monocot,Araceae,Perennial,Forb/herb,CAN NL48 N,
12607,SYTI,Dicot,Symplocaceae,Perennial,ShrubTree,L48 N,
12608,SYHI,Dicot,Lamiaceae,Perennial,Forb/herb,L48 N,
12609,SYFL,Monocot,Eriocaulaceae,Perennial,Forb/herb,L48 N,
12610,SYNGO,Monocot,Araceae, , ,"L48 IPB IPR I,NVI I",
12611,SYPI,Dicot,Scrophulariaceae,Perennial,Forb/herb,L48 N,
12612,SYFR,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
12613,SYRIN,Dicot,Oleaceae, , ,CAN IL48 I,
12614,SYJO4,Dicot,Oleaceae,Perennial,Shrub,L48 I,
12615,SYOB3,Dicot,Oleaceae, , ,None,
12616,SYPE,Dicot,Oleaceae,Perennial,Shrub,L48 I,
12617,SYRE2,Dicot,Oleaceae,Perennial,ShrubTree,L48 I,
12618,SYREA,Dicot,Oleaceae,Perennial,ShrubTree,L48 I,
12619,SYVI3,Dicot,Oleaceae,Perennial,Shrub,L48 I,
12620,SYVU,Dicot,Oleaceae,Perennial,Shrub,CAN IL48 I,
12621,SYVO,Dicot,Polygonaceae,Annual,Forb/herb,L48 N,
12622,SYCU,Dicot,Myrtaceae,Perennial,Tree,HI IL48 IPB I,
12623,SYJA,Dicot,Myrtaceae,Perennial,Tree,HI IL48 IPB IPR IVI I,rose apple
12624,TAAU2,Dicot,Bignoniaceae,Perennial,Tree,L48 IPR IVI I,
12625,TADO2,Dicot,Bignoniaceae,Perennial,Tree,PR I,
12626,TAHE,Dicot,Bignoniaceae,Perennial,ShrubTree,L48 NPB IPR NVI N,
12627,TARI,Dicot,Bignoniaceae,Perennial,ShrubTree,PR N,
12628,TASC2,Dicot,Bignoniaceae,Perennial,Tree,PR N,
12629,TASE4,Dicot,Bignoniaceae,Perennial,Tree,PR I,
12630,TADI5,Dicot,Apocynaceae,Perennial,ShrubTree,L48 IPR I,
12631,TALE2,Monocot,Taccaceae,Perennial,Forb/herb,HI IPB N,
12632,TACA8,Monocot,Poaceae,Annual,Graminoid,L48 I,
12633,TAIN,Dicot,Apiaceae,Perennial,Forb/herb,CAN NL48 N,
12634,TAMO,Dicot,Apiaceae,Perennial,Forb/herb,L48 N,
12635,TAER,Dicot,Asteraceae,Annual,Forb/herb,CAN WL48 IPB IPR IVI I,
12636,TALE,Dicot,Asteraceae,Perennial,Subshrub,L48 N,
12637,TALU3,Dicot,Asteraceae, , ,None,
12638,TAMI3,Dicot,Asteraceae,Annual,Forb/herb,CAN IHI IL48 I,
12639,TACA16,Dicot,Portulacaceae, , ,None,
12640,TAPO4,Dicot,Portulacaceae, , ,None,
12641,TATR2,Dicot,Portulacaceae,Perennial,Forb/herbSubshrub,HI IL48 IPR NVI N,Philippine spinach
12642,TAIN2,Dicot,Fabaceae,Perennial,Tree,L48 INAV IPB IPR IVI I,
12643,TAMAR2,Dicot,Tamaricaceae, , ,L48 IPR I,
12644,TAAP,Dicot,Tamaricaceae,Perennial,ShrubTree,L48 IPR I,
12645,TACH2,Dicot,Tamaricaceae,Perennial,ShrubTree,L48 I,
12646,TAGA,Dicot,Tamaricaceae,Perennial,ShrubTree,L48 IPR I,
12647,TARA,Dicot,Tamaricaceae,Perennial,ShrubTree,L48 I,
12648,TABA,Dicot,Asteraceae,Perennial,Forb/herb,CAN IL48 I,
12649,TABIH,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN NL48 N,
12650,TACA2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12651,TACO6,Dicot,Asteraceae,Perennial,Forb/herb,L48 I,
12652,TAPA6,Dicot,Asteraceae,Perennial,Forb/herb,CAN IHI IL48 I,
12653,TAVU,Dicot,Asteraceae,Perennial,Forb/herb,AK ICAN IHI IL48 ISPM I,golden-buttonshierba lombrigueratansy
12654,TARAX,Dicot,Asteraceae, , ,"AK I,NCAN I,NGL I,NHI IL48 I,NPR ISPM I",
12655,TACA5,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12656,TAER2,Dicot,Asteraceae,Perennial,Forb/herb,AK NL48 N,
12657,TALA2,Dicot,Asteraceae,Perennial,Forb/herb,AK ICAN IHI IL48 I,
12658,TAOF,Dicot,Asteraceae,Perennial,Forb/herb,"AK I,NCAN I,NGL I,NHI IL48 I,NPR ISPM I",
12659,TAOFC,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN NGL NL48 N,
12660,TAOFO,Dicot,Asteraceae,Perennial,Forb/herb,AK ICAN IGL IHI IL48 IPR ISPM I,
12661,TAHY4,Liverwort,Targioniaceae, ,Nonvascular,NA N,
12662,TAHA2,Dicot,Apiaceae,Perennial,Forb/herb,L48 N,
12663,TAHO2,Dicot,Apiaceae,Perennial,Forb/herb,L48 N,
12664,TAXOD,Gymnosperm,Cupressaceae, , ,L48 N,
12665,TAAS,Gymnosperm,Cupressaceae,Perennial,Tree,L48 N,
12666,TADI2,Gymnosperm,Cupressaceae,Perennial,Tree,L48 N,
12667,TAXUS,Gymnosperm,Taxaceae, , ,"AK NCAN NL48 I,NSPM N",
12668,TABA80,Gymnosperm,Taxaceae,Perennial,ShrubTree,L48 I,European yew
12669,TABR2,Gymnosperm,Taxaceae,Perennial,Tree,AK NCAN NL48 N,
12670,TACA7,Gymnosperm,Taxaceae,Perennial,Shrub,CAN NL48 NSPM N,
12671,TACU,Gymnosperm,Taxaceae,Perennial,Tree,L48 I,
12672,TAFL,Gymnosperm,Taxaceae,Perennial,Tree,L48 N,
12673,TASE3,Moss,Splachnaceae, ,Nonvascular,NA N,
12674,TECOM,Dicot,Bignoniaceae, , ,"HI IL48 I,NPB IPR I,NVI N",
12675,TECA8,Dicot,Bignoniaceae,Perennial,ShrubVine,L48 IPR I,
12676,TEST,Dicot,Bignoniaceae,Perennial,ShrubTree,HI IL48 NPB IPR NVI N,
12677,TEDE4,Dicot,Bignoniaceae, , ,None,
12678,TEGR,Dicot,Verbenaceae,Perennial,Tree,HI IPB IPR IVI I,
12679,TENU,Dicot,Brassicaceae,Annual,Forb/herb,CAN IL48 I,
12680,TEGR2,Dicot,Saxifragaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12681,TEAT2,Dicot,Asteraceae,Perennial,Forb/herb,AK NCAN N,
12682,TEANA,Dicot,Fabaceae,Perennial,Forb/herbShrub,L48 N,
12683,TECA5,Dicot,Fabaceae,Perennial,Shrub,PB IPR I,
12684,TEFL,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12685,TEHI2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12686,TELE,Dicot,Fabaceae,Perennial,Shrub,L48 N,
12687,TEON,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
12688,TEPO,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
12689,TEPU,Dicot,Fabaceae,Perennial,Subshrub,HI IL48 I,
12690,TESE2,Dicot,Fabaceae,Perennial,Forb/herb,PR NVI N,
12691,TESI2,Dicot,Fabaceae, , ,PB I,
12692,TESP,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12693,TEVI9,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12694,TEVI,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,CAN NL48 N,
12695,TELA2,Dicot,Fabaceae,Perennial,Forb/herbVine,PB IPR NVI N,
12696,TEUN,Dicot,Fabaceae,Perennial,Forb/herbVine,PR N,
12697,TECA,Dicot,Combretaceae,Perennial,ShrubTree,"HI IL48 IPB I,NPR IVI I",false kamaniIndian almond
12698,TESE8,Dicot,Combretaceae, , ,None,
12699,TECO,Dicot,Verbenaceae,Perennial,Forb/herbSubshrub,L48 N,
12700,TEAX,Dicot,Asteraceae,Perennial,ShrubSubshrub,L48 N,
12701,TECA2,Dicot,Asteraceae,Perennial,ShrubSubshrub,CAN NL48 N,
12702,TEGL,Dicot,Asteraceae,Perennial,ShrubSubshrub,L48 N,
12703,TESP2,Dicot,Asteraceae,Perennial,ShrubSubshrub,L48 N,
12704,TETE4,Dicot,Asteraceae,Perennial,ShrubSubshrub,L48 N,
12705,TEBA,Dicot,Burseraceae,Perennial,Tree,PR NVI N,
12706,TEPU6,Dicot,Fabaceae, , ,None,
12707,TEHE2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12708,TERE2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12709,TESE7,Liverwort,Jungermanniaceae, ,Nonvascular,NA N,
12710,TEHU,Dicot,Asteraceae,Perennial,Shrub,HI N,
12711,TEAC,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12712,TEACA2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12713,TEACA,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12714,TEAR4,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12715,TEBR,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
12716,TEGR3,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12717,TEHE4,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12718,TEIV,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12719,TELI3,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
12720,TESCS,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
12721,TETO,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12722,TEPA3,Dicot,Araliaceae,Perennial,Tree,L48 I,Chinese rice-paper plant
12723,TEPE70,Moss,Tetraphidaceae, ,Nonvascular,NA N,
12724,TEAN5,Moss,Splachnaceae, ,Nonvascular,NA N,
12725,TEAN2,Dicot,Melastomataceae,Perennial,ShrubTree,PR NVI N,
12726,TEBI,Dicot,Melastomataceae,Perennial,ShrubTree,HI IL48 N,
12727,TEBI2,Dicot,Melastomataceae,Perennial,Tree,PR N,
12728,TECR,Dicot,Melastomataceae,Perennial,Shrub,PR N,
12729,TEEL,Dicot,Melastomataceae,Perennial,ShrubTree,PR NVI N,
12730,TEBR3,Moss,Tetraphidaceae, ,Nonvascular,NA N,
12731,TERE5,Moss,Tetraphidaceae, ,Nonvascular,NA N,
12732,TEUCR,Dicot,Lamiaceae, , ,"CAN I,NL48 I,N",
12733,TEBO,Dicot,Lamiaceae,Annual,Forb/herb,CAN IL48 I,
12734,TECA3,Dicot,Lamiaceae,Perennial,Forb/herb,CAN NL48 N,
12735,TECAC,Dicot,Lamiaceae,Perennial,Forb/herb,CAN NL48 N,
12736,TECAO,Dicot,Lamiaceae,Perennial,Forb/herb,CAN NL48 N,
12737,TECU,Dicot,Lamiaceae,AnnualPerennial,Forb/herb,L48 N,
12738,TELA,Dicot,Lamiaceae,Perennial,Forb/herb,L48 N,
12739,TESC,Dicot,Lamiaceae,Annual,Forb/herbSubshrub,CAN IL48 I,
12740,TESA,Lichen,Caliciaceae, ,Lichenous,NA N,
12741,THTE6,Monocot,Hydrocharitaceae,Perennial,Forb/herb,L48 NPR NVI N,
12742,THDE,Monocot,Marantaceae,Perennial,Forb/herb,L48 N,
12743,THGE2,Monocot,Marantaceae,Perennial,Forb/herb,L48 NPR NVI N,
12744,THAL,Dicot,Ranunculaceae,Perennial,Forb/herb,AK NCAN NGL NL48 N,
12745,THAQ,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN IL48 I,
12746,THCL,Dicot,Ranunculaceae,Perennial,Forb/herb,L48 N,
12747,THCO5,Dicot,Ranunculaceae,Perennial,Forb/herb,L48 N,
12748,THCO2,Dicot,Ranunculaceae,Perennial,Forb/herb,L48 N,
12749,THDA,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 N,
12750,THDI,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12751,THFE,Dicot,Ranunculaceae,Perennial,Forb/herb,L48 N,
12752,THFEP2,Dicot,Ranunculaceae,Perennial,Forb/herb,L48 N,
12753,THOC,Dicot,Ranunculaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12754,THPU2,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12755,THRE,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 N,
12756,THTH2,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 N,
12757,THVE,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 N,
12758,THNE4,Moss,Thamnobryaceae, ,Nonvascular,NA N,
12759,THMO,Dicot,Rutaceae,Perennial,Subshrub,L48 N,
12760,THTE2,Dicot,Rutaceae,Perennial,Forb/herbSubshrub,L48 N,
12761,THBA,Dicot,Apiaceae,Perennial,Forb/herb,CAN NL48 N,
12762,THPI,Dicot,Apiaceae,Perennial,Forb/herb,L48 N,
12763,THTR,Dicot,Apiaceae,Perennial,Forb/herb,CAN NL48 N,
12764,THELE,Dicot,Asteraceae, , ,CAN NL48 N,
12765,THBU,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
12766,THFIF,Dicot,Asteraceae,AnnualPerennial,Forb/herb,L48 N,
12767,THFII,Dicot,Asteraceae,AnnualPerennial,Forb/herb,L48 N,
12768,THLO,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
12769,THME,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12770,THBI,Dicot,Cactaceae,Perennial,Shrub,L48 N,
12771,THAU3,Dicot,Brassicaceae,BiennialPerennial,Forb/herb,L48 N,
12772,THIN,Dicot,Brassicaceae,Biennial,Forb/herb,L48 N,
12773,THLA,Dicot,Brassicaceae,Biennial,Forb/herb,CAN NL48 N,
12774,THLA4,Dicot,Brassicaceae,BiennialPerennial,Forb/herb,L48 N,
12775,THST,Dicot,Brassicaceae,Biennial,Forb/herb,L48 N,
12776,THWR,Dicot,Brassicaceae,BiennialPerennial,Forb/herb,L48 N,
12777,THKU,Fern,Thelypteridaceae,Perennial,Forb/herb,HI IL48 NPR NVI N,
12778,THNO,Fern,Thelypteridaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12779,THOV,Fern,Thelypteridaceae,Perennial,Forb/herb,L48 N,
12780,THPA,Fern,Thelypteridaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12781,THPAP,Fern,Thelypteridaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12782,THSI2,Fern,Thelypteridaceae,Perennial,Forb/herb,CAN NL48 N,
12783,THEME,Monocot,Poaceae, , ,HI IL48 IPR I,
12784,THAR2,Monocot,Poaceae,AnnualPerennial,Graminoid,L48 IPR I,
12785,THQU,Monocot,Poaceae,Annual,Graminoid,L48 I,
12786,THVI2,Monocot,Poaceae,Perennial,Graminoid,HI I,
12787,THCA,Dicot,Sterculiaceae,Perennial,Tree,PB IPR IVI I,
12788,THERM,Dicot,Fabaceae, , ,"CAN I,NL48 N",
12789,THDI4,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12790,THFR3,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12791,THMA2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12792,THMO2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12793,THMO6,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12794,THRH,Dicot,Fabaceae,Perennial,Forb/herb,CAN NL48 N,
12795,THVI,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
12796,THPO3,Dicot,Malvaceae,Perennial,ShrubTree,"HI IL48 IPB I,NPR IVI I",milomilo tree
12797,THPE3,Dicot,Apocynaceae,Perennial,ShrubTree,HI IL48 IPB IPR IVI I,be-still treeyellow oleander
12798,THIN6,Monocot,Poaceae,Perennial,Graminoid,CAN IL48 I,pubescent wheatgrass
12799,THJU3,Monocot,Poaceae,Perennial,Graminoid,L48 N,
12800,THPO7,Monocot,Poaceae,Perennial,Graminoid,CAN IL48 I,rush wheatgrass
12801,THPY4,Monocot,Poaceae,Perennial,Graminoid,CAN IL48 I,
12802,THDU,Dicot,Cucurbitaceae,Perennial,Forb/herbVine,CAN IL48 I,
12803,THLAS,Dicot,Brassicaceae, , ,AK ICAN IGL IL48 ISPM I,
12804,THAR5,Dicot,Brassicaceae,Annual,Forb/herb,AK ICAN IGL IL48 ISPM I,
